Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,year,month,numeric_date,county_encoded,months_since_start,ev_total_lag1,ev_total_lag2,ev_total_lag3,ev_total_roll_mean_3,ev_total_pct_change_1,ev_total_pct_change_3,cumulative_ev,ev_growth_slope
2022-06-30,Alameda,CA,Passenger,5.0,1.0,6.0,201.0,207.0,2.9,2022,6,24270,2,65,6.0,6.0,5.0,5.666666666666667,0.0,0.1999999999999999,218.0,5.628571428571418
2022-07-31,Alameda,CA,Passenger,5.0,1.0,6.0,198.0,204.0,2.94,2022,7,24271,2,66,6.0,6.0,6.0,6.0,0.0,0.0,224.0,5.857142857142844
2022-08-31,Alameda,CA,Passenger,5.0,1.0,6.0,194.0,200.0,3.0,2022,8,24272,2,67,6.0,6.0,6.0,6.0,0.0,0.0,230.0,5.999999999999971
2022-09-30,Alameda,CA,Passenger,6.0,1.0,7.0,191.0,198.0,3.54,2022,9,24273,2,68,6.0,6.0,6.0,6.0,0.1666666666666667,0.1666666666666667,237.0,6.142857142857123
2022-10-31,Alameda,CA,Passenger,6.0,1.0,7.0,188.0,195.0,3.59,2022,10,24274,2,69,7.0,6.0,6.0,6.333333333333333,0.0,0.1666666666666667,244.0,6.37142857142855
2022-11-30,Alameda,CA,Passenger,4.0,1.0,5.0,189.0,194.0,2.58,2022,11,24275,2,70,7.0,7.0,6.0,6.666666666666667,-0.2857142857142857,-0.1666666666666666,249.0,6.342857142857104
2022-12-31,Alameda,CA,Passenger,4.0,1.0,5.0,184.0,189.0,2.65,2022,12,24276,2,71,5.0,7.0,7.0,6.333333333333333,0.0,-0.2857142857142857,254.0,6.114285714285684
2023-01-31,Alameda,CA,Passenger,4.0,1.0,5.0,180.0,185.0,2.7,2023,1,24277,2,72,5.0,5.0,7.0,5.666666666666667,0.0,-0.2857142857142857,259.0,5.742857142857126
2023-02-28,Alameda,CA,Passenger,4.0,1.0,5.0,178.0,183.0,2.73,2023,2,24278,2,73,5.0,5.0,5.0,5.0,0.0,0.0,264.0,5.285714285714269
2023-03-31,Alameda,CA,Passenger,4.0,1.0,5.0,179.0,184.0,2.72,2023,3,24279,2,74,5.0,5.0,5.0,5.0,0.0,0.0,269.0,4.9999999999999725
2023-04-30,Alameda,CA,Passenger,4.0,1.0,5.0,178.0,183.0,2.73,2023,4,24280,2,75,5.0,5.0,5.0,5.0,0.0,0.0,274.0,4.999999999999963
2023-05-31,Alameda,CA,Passenger,4.0,1.0,5.0,175.0,180.0,2.78,2023,5,24281,2,76,5.0,5.0,5.0,5.0,0.0,0.0,279.0,4.9999999999999645
2023-06-30,Alameda,CA,Passenger,4.0,1.0,5.0,168.0,173.0,2.89,2023,6,24282,2,77,5.0,5.0,5.0,5.0,0.0,0.0,284.0,4.999999999999978
2023-07-31,Alameda,CA,Passenger,4.0,1.0,5.0,164.0,169.0,2.96,2023,7,24283,2,78,5.0,5.0,5.0,5.0,0.0,0.0,289.0,4.99999999999999
2023-08-31,Alameda,CA,Passenger,4.0,1.0,5.0,161.0,166.0,3.01,2023,8,24284,2,79,5.0,5.0,5.0,5.0,0.0,0.0,294.0,4.999999999999973
2023-09-30,Alameda,CA,Passenger,4.0,1.0,5.0,156.0,161.0,3.11,2023,9,24285,2,80,5.0,5.0,5.0,5.0,0.0,0.0,299.0,4.999999999999975
2023-10-31,Alameda,CA,Passenger,4.0,1.0,5.0,147.0,152.0,3.29,2023,10,24286,2,81,5.0,5.0,5.0,5.0,0.0,0.0,304.0,4.9999999999999565
2023-11-30,Alameda,CA,Passenger,4.0,1.0,5.0,143.0,148.0,3.38,2023,11,24287,2,82,5.0,5.0,5.0,5.0,0.0,0.0,309.0,4.999999999999967
2023-12-31,Alameda,CA,Passenger,4.0,1.0,5.0,134.0,139.0,3.6,2023,12,24288,2,83,5.0,5.0,5.0,5.0,0.0,0.0,314.0,4.999999999999959
2024-01-31,Alameda,CA,Passenger,3.0,1.0,4.0,134.0,138.0,2.9,2024,1,24289,2,84,5.0,5.0,5.0,5.0,-0.1999999999999999,-0.1999999999999999,318.0,4.857142857142821
2024-02-29,Alameda,CA,Passenger,3.0,1.0,4.0,130.0,134.0,2.99,2024,2,24290,2,85,4.0,5.0,5.0,4.666666666666667,0.0,-0.1999999999999999,322.0,4.628571428571396
2017-08-31,Albemarle,VA,Passenger,0.0,1.0,1.0,32.0,33.0,3.03,2017,8,24212,3,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2017-09-30,Albemarle,VA,Passenger,0.0,1.0,1.0,32.0,33.0,3.03,2017,9,24213,3,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2017-10-31,Albemarle,VA,Passenger,0.0,1.0,1.0,32.0,33.0,3.03,2017,10,24214,3,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2017-11-30,Albemarle,VA,Passenger,0.0,1.0,1.0,32.0,33.0,3.03,2017,11,24215,3,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2017-12-31,Albemarle,VA,Passenger,0.0,1.0,1.0,32.0,33.0,3.03,2017,12,24216,3,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999996
2018-01-31,Albemarle,VA,Passenger,0.0,1.0,1.0,30.0,31.0,3.23,2018,1,24217,3,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0
2018-10-31,Albemarle,VA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2018,10,24226,3,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999996
2018-11-30,Albemarle,VA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2018,11,24227,3,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0
2018-12-31,Albemarle,VA,Passenger,1.0,0.0,1.0,26.0,27.0,3.7,2018,12,24228,3,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999992
2019-01-31,Albemarle,VA,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2019,1,24229,3,14,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.9999999999999996
2019-02-28,Albemarle,VA,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2019,2,24230,3,15,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.999999999999999
2019-03-31,Albemarle,VA,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2019,3,24231,3,16,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.999999999999998
2019-04-30,Albemarle,VA,Passenger,1.0,0.0,1.0,26.0,27.0,3.7,2019,4,24232,3,17,1.0,1.0,1.0,1.0,0.0,0.0,18.0,0.9999999999999996
2019-05-31,Albemarle,VA,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2019,5,24233,3,18,1.0,1.0,1.0,1.0,0.0,0.0,19.0,0.9999999999999982
2019-06-30,Albemarle,VA,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2019,6,24234,3,19,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.999999999999998
2019-07-31,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2019,7,24235,3,20,1.0,1.0,1.0,1.0,0.0,0.0,21.0,0.999999999999999
2019-08-31,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2019,8,24236,3,21,1.0,1.0,1.0,1.0,0.0,0.0,22.0,0.999999999999998
2019-09-30,Albemarle,VA,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2019,9,24237,3,22,1.0,1.0,1.0,1.0,0.0,0.0,23.0,0.9999999999999974
2019-10-31,Albemarle,VA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2019,10,24238,3,23,1.0,1.0,1.0,1.0,0.0,0.0,24.0,0.9999999999999976
2019-11-30,Albemarle,VA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2019,11,24239,3,24,1.0,1.0,1.0,1.0,0.0,0.0,25.0,0.9999999999999976
2019-12-31,Albemarle,VA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2019,12,24240,3,25,1.0,1.0,1.0,1.0,0.0,0.0,26.0,0.999999999999999
2020-01-31,Albemarle,VA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2020,1,24241,3,26,1.0,1.0,1.0,1.0,0.0,0.0,27.0,0.9999999999999992
2020-02-29,Albemarle,VA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2020,2,24242,3,27,1.0,1.0,1.0,1.0,0.0,0.0,28.0,0.9999999999999972
2020-03-31,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2020,3,24243,3,28,1.0,1.0,1.0,1.0,0.0,0.0,29.0,0.9999999999999982
2020-04-30,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2020,4,24244,3,29,1.0,1.0,1.0,1.0,0.0,0.0,30.0,0.9999999999999968
2020-05-31,Albemarle,VA,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2020,5,24245,3,30,1.0,1.0,1.0,1.0,0.0,0.0,31.0,0.9999999999999976
2020-06-30,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2020,6,24246,3,31,1.0,1.0,1.0,1.0,0.0,0.0,32.0,0.999999999999996
2020-07-31,Albemarle,VA,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2020,7,24247,3,32,1.0,1.0,1.0,1.0,0.0,0.0,33.0,0.9999999999999968
2020-08-31,Albemarle,VA,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2020,8,24248,3,33,1.0,1.0,1.0,1.0,0.0,0.0,34.0,0.999999999999996
2020-09-30,Albemarle,VA,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2020,9,24249,3,34,1.0,1.0,1.0,1.0,0.0,0.0,35.0,0.999999999999995
2020-10-31,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2020,10,24250,3,35,1.0,1.0,1.0,1.0,0.0,0.0,36.0,0.9999999999999978
2020-11-30,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2020,11,24251,3,36,1.0,1.0,1.0,1.0,0.0,0.0,37.0,0.9999999999999968
2020-12-31,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2020,12,24252,3,37,1.0,1.0,1.0,1.0,0.0,0.0,38.0,0.9999999999999992
2021-01-31,Albemarle,VA,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2021,1,24253,3,38,1.0,1.0,1.0,1.0,0.0,0.0,39.0,0.999999999999994
2021-02-28,Albemarle,VA,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2021,2,24254,3,39,1.0,1.0,1.0,1.0,0.0,0.0,40.0,0.9999999999999972
2021-03-31,Albemarle,VA,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2021,3,24255,3,40,1.0,1.0,1.0,1.0,0.0,0.0,41.0,0.9999999999999988
2021-04-30,Albemarle,VA,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2021,4,24256,3,41,1.0,1.0,1.0,1.0,0.0,0.0,42.0,0.9999999999999968
2021-05-31,Albemarle,VA,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2021,5,24257,3,42,1.0,1.0,1.0,1.0,0.0,0.0,43.0,0.9999999999999948
2021-06-30,Albemarle,VA,Passenger,2.0,0.0,2.0,22.0,24.0,6.9025,2021,6,24258,3,43,1.0,1.0,1.0,1.0,1.0,1.0,45.0,1.1428571428571388
2021-07-31,Albemarle,VA,Passenger,2.0,0.0,2.0,22.0,24.0,6.9025,2021,7,24259,3,44,2.0,1.0,1.0,1.3333333333333333,0.0,1.0,47.0,1.3714285714285663
2021-08-31,Albemarle,VA,Passenger,2.0,0.0,2.0,23.0,25.0,6.9025,2021,8,24260,3,45,2.0,2.0,1.0,1.6666666666666667,0.0,1.0,49.0,1.6285714285714268
2021-09-30,Albemarle,VA,Passenger,2.0,0.0,2.0,23.0,25.0,6.9025,2021,9,24261,3,46,2.0,2.0,2.0,2.0,0.0,0.0,51.0,1.857142857142852
2021-10-31,Albemarle,VA,Passenger,2.0,0.0,2.0,23.0,25.0,6.9025,2021,10,24262,3,47,2.0,2.0,2.0,2.0,0.0,0.0,53.0,1.999999999999997
2021-11-30,Albemarle,VA,Passenger,2.0,0.0,2.0,23.0,25.0,6.9025,2021,11,24263,3,48,2.0,2.0,2.0,2.0,0.0,0.0,55.0,1.999999999999993
2021-12-31,Albemarle,VA,Passenger,3.0,0.0,3.0,22.0,25.0,6.9025,2021,12,24264,3,49,2.0,2.0,2.0,2.0,0.5,0.5,58.0,2.142857142857137
2022-01-31,Albemarle,VA,Passenger,3.0,0.0,3.0,22.0,25.0,6.9025,2022,1,24265,3,50,3.0,2.0,2.0,2.333333333333333,0.0,0.5,61.0,2.3714285714285634
2022-02-28,Albemarle,VA,Passenger,3.0,0.0,3.0,22.0,25.0,6.9025,2022,2,24266,3,51,3.0,3.0,2.0,2.6666666666666665,0.0,0.5,64.0,2.628571428571425
2022-03-31,Albemarle,VA,Passenger,3.0,0.0,3.0,21.0,24.0,6.9025,2022,3,24267,3,52,3.0,3.0,3.0,3.0,0.0,0.0,67.0,2.8571428571428514
2022-04-30,Albemarle,VA,Passenger,3.0,0.0,3.0,21.0,24.0,6.9025,2022,4,24268,3,53,3.0,3.0,3.0,3.0,0.0,0.0,70.0,2.999999999999996
2022-05-31,Albemarle,VA,Passenger,3.0,0.0,3.0,20.0,23.0,6.9025,2022,5,24269,3,54,3.0,3.0,3.0,3.0,0.0,0.0,73.0,2.999999999999994
2022-06-30,Albemarle,VA,Passenger,3.0,0.0,3.0,20.0,23.0,6.9025,2022,6,24270,3,55,3.0,3.0,3.0,3.0,0.0,0.0,76.0,2.999999999999995
2022-07-31,Albemarle,VA,Passenger,3.0,0.0,3.0,20.0,23.0,6.9025,2022,7,24271,3,56,3.0,3.0,3.0,3.0,0.0,0.0,79.0,2.999999999999996
2022-08-31,Albemarle,VA,Passenger,3.0,0.0,3.0,19.0,22.0,6.9025,2022,8,24272,3,57,3.0,3.0,3.0,3.0,0.0,0.0,82.0,2.999999999999992
2022-09-30,Albemarle,VA,Passenger,2.0,0.0,2.0,19.0,21.0,6.9025,2022,9,24273,3,58,3.0,3.0,3.0,3.0,-0.3333333333333333,-0.3333333333333333,84.0,2.857142857142852
2022-10-31,Albemarle,VA,Passenger,2.0,0.0,2.0,18.0,20.0,6.9025,2022,10,24274,3,59,2.0,3.0,3.0,2.6666666666666665,0.0,-0.3333333333333333,86.0,2.628571428571419
2022-11-30,Albemarle,VA,Passenger,2.0,0.0,2.0,18.0,20.0,6.9025,2022,11,24275,3,60,2.0,2.0,3.0,2.333333333333333,0.0,-0.3333333333333333,88.0,2.3714285714285586
2022-12-31,Albemarle,VA,Passenger,2.0,0.0,2.0,18.0,20.0,6.9025,2022,12,24276,3,61,2.0,2.0,2.0,2.0,0.0,0.0,90.0,2.1428571428571392
2023-01-31,Albemarle,VA,Passenger,2.0,0.0,2.0,17.0,19.0,6.9025,2023,1,24277,3,62,2.0,2.0,2.0,2.0,0.0,0.0,92.0,1.999999999999994
2023-02-28,Albemarle,VA,Passenger,2.0,0.0,2.0,16.0,18.0,6.9025,2023,2,24278,3,63,2.0,2.0,2.0,2.0,0.0,0.0,94.0,1.999999999999993
2023-03-31,Albemarle,VA,Passenger,2.0,0.0,2.0,16.0,18.0,6.9025,2023,3,24279,3,64,2.0,2.0,2.0,2.0,0.0,0.0,96.0,1.999999999999994
2023-04-30,Albemarle,VA,Passenger,2.0,0.0,2.0,16.0,18.0,6.9025,2023,4,24280,3,65,2.0,2.0,2.0,2.0,0.0,0.0,98.0,1.999999999999992
2023-05-31,Albemarle,VA,Passenger,2.0,0.0,2.0,15.0,17.0,6.9025,2023,5,24281,3,66,2.0,2.0,2.0,2.0,0.0,0.0,100.0,1.999999999999989
2023-06-30,Albemarle,VA,Passenger,2.0,0.0,2.0,15.0,17.0,6.9025,2023,6,24282,3,67,2.0,2.0,2.0,2.0,0.0,0.0,102.0,1.9999999999999856
2023-07-31,Albemarle,VA,Passenger,2.0,0.0,2.0,15.0,17.0,6.9025,2023,7,24283,3,68,2.0,2.0,2.0,2.0,0.0,0.0,104.0,1.999999999999984
2023-08-31,Albemarle,VA,Passenger,2.0,0.0,2.0,14.0,16.0,6.9025,2023,8,24284,3,69,2.0,2.0,2.0,2.0,0.0,0.0,106.0,1.9999999999999865
2023-09-30,Albemarle,VA,Passenger,2.0,0.0,2.0,14.0,16.0,6.9025,2023,9,24285,3,70,2.0,2.0,2.0,2.0,0.0,0.0,108.0,1.999999999999988
2023-10-31,Albemarle,VA,Passenger,2.0,0.0,2.0,14.0,16.0,6.9025,2023,10,24286,3,71,2.0,2.0,2.0,2.0,0.0,0.0,110.0,1.999999999999988
2023-11-30,Albemarle,VA,Passenger,2.0,0.0,2.0,14.0,16.0,6.9025,2023,11,24287,3,72,2.0,2.0,2.0,2.0,0.0,0.0,112.0,1.9999999999999911
2023-12-31,Albemarle,VA,Passenger,2.0,0.0,2.0,14.0,16.0,6.9025,2023,12,24288,3,73,2.0,2.0,2.0,2.0,0.0,0.0,114.0,1.999999999999994
2024-01-31,Albemarle,VA,Passenger,2.0,0.0,2.0,14.0,16.0,6.9025,2024,1,24289,3,74,2.0,2.0,2.0,2.0,0.0,0.0,116.0,1.999999999999991
2024-02-29,Albemarle,VA,Passenger,2.0,0.0,2.0,14.0,16.0,6.9025,2024,2,24290,3,75,2.0,2.0,2.0,2.0,0.0,0.0,118.0,1.999999999999983
2019-06-30,Alexandria,VA,Passenger,1.0,0.0,1.0,142.0,143.0,0.7,2019,6,24234,4,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2019-07-31,Alexandria,VA,Passenger,1.0,0.0,1.0,142.0,143.0,0.7,2019,7,24235,4,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2019-08-31,Alexandria,VA,Passenger,1.0,0.0,1.0,142.0,143.0,0.7,2019,8,24236,4,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2019-09-30,Alexandria,VA,Passenger,1.0,0.0,1.0,142.0,143.0,0.7,2019,9,24237,4,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2019-10-31,Alexandria,VA,Passenger,1.0,0.0,1.0,142.0,143.0,0.7,2019,10,24238,4,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999996
2019-11-30,Alexandria,VA,Passenger,1.0,0.0,1.0,143.0,144.0,0.69,2019,11,24239,4,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0
2019-12-31,Alexandria,VA,Passenger,1.0,0.0,1.0,143.0,144.0,0.69,2019,12,24240,4,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999996
2020-01-31,Alexandria,VA,Passenger,1.0,0.0,1.0,143.0,144.0,0.69,2020,1,24241,4,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0
2020-02-29,Alexandria,VA,Passenger,1.0,0.0,1.0,140.0,141.0,0.71,2020,2,24242,4,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999992
2020-03-31,Alexandria,VA,Passenger,1.0,0.0,1.0,138.0,139.0,0.72,2020,3,24243,4,14,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.9999999999999996
2020-04-30,Alexandria,VA,Passenger,1.0,0.0,1.0,136.0,137.0,0.73,2020,4,24244,4,15,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.999999999999999
2020-05-31,Alexandria,VA,Passenger,2.0,0.0,2.0,136.0,138.0,1.45,2020,5,24245,4,16,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.1428571428571417
2020-06-30,Alexandria,VA,Passenger,2.0,0.0,2.0,136.0,138.0,1.45,2020,6,24246,4,17,2.0,1.0,1.0,1.3333333333333333,0.0,1.0,20.0,1.371428571428571
2020-07-31,Alexandria,VA,Passenger,3.0,0.0,3.0,133.0,136.0,2.21,2020,7,24247,4,18,2.0,2.0,1.0,1.6666666666666667,0.5,2.0,23.0,1.7714285714285696
2020-08-31,Alexandria,VA,Passenger,3.0,0.0,3.0,129.0,132.0,2.27,2020,8,24248,4,19,3.0,2.0,2.0,2.333333333333333,0.0,0.5,26.0,2.228571428571427
2020-09-30,Alexandria,VA,Passenger,3.0,0.0,3.0,131.0,134.0,2.24,2020,9,24249,4,20,3.0,3.0,2.0,2.6666666666666665,0.0,0.5,29.0,2.628571428571427
2020-10-31,Alexandria,VA,Passenger,3.0,0.0,3.0,131.0,134.0,2.24,2020,10,24250,4,21,3.0,3.0,3.0,3.0,0.0,0.0,32.0,2.857142857142854
2020-11-30,Alexandria,VA,Passenger,3.0,0.0,3.0,130.0,133.0,2.26,2020,11,24251,4,22,3.0,3.0,3.0,3.0,0.0,0.0,35.0,2.9999999999999973
2020-12-31,Alexandria,VA,Passenger,3.0,0.0,3.0,130.0,133.0,2.26,2020,12,24252,4,23,3.0,3.0,3.0,3.0,0.0,0.0,38.0,2.9999999999999973
2021-01-31,Alexandria,VA,Passenger,3.0,0.0,3.0,129.0,132.0,2.27,2021,1,24253,4,24,3.0,3.0,3.0,3.0,0.0,0.0,41.0,2.9999999999999982
2021-02-28,Alexandria,VA,Passenger,3.0,0.0,3.0,130.0,133.0,2.26,2021,2,24254,4,25,3.0,3.0,3.0,3.0,0.0,0.0,44.0,2.9999999999999982
2021-03-31,Alexandria,VA,Passenger,3.0,0.0,3.0,128.0,131.0,2.29,2021,3,24255,4,26,3.0,3.0,3.0,3.0,0.0,0.0,47.0,2.9999999999999964
2021-04-30,Alexandria,VA,Passenger,3.0,0.0,3.0,131.0,134.0,2.24,2021,4,24256,4,27,3.0,3.0,3.0,3.0,0.0,0.0,50.0,2.999999999999996
2021-05-31,Alexandria,VA,Passenger,3.0,0.0,3.0,127.0,130.0,2.31,2021,5,24257,4,28,3.0,3.0,3.0,3.0,0.0,0.0,53.0,2.9999999999999964
2021-06-30,Alexandria,VA,Passenger,3.0,0.0,3.0,120.0,123.0,2.44,2021,6,24258,4,29,3.0,3.0,3.0,3.0,0.0,0.0,56.0,2.9999999999999964
2021-07-31,Alexandria,VA,Passenger,3.0,0.0,3.0,118.0,121.0,2.48,2021,7,24259,4,30,3.0,3.0,3.0,3.0,0.0,0.0,59.0,2.9999999999999964
2021-08-31,Alexandria,VA,Passenger,3.0,0.0,3.0,120.0,123.0,2.44,2021,8,24260,4,31,3.0,3.0,3.0,3.0,0.0,0.0,62.0,2.9999999999999933
2021-09-30,Alexandria,VA,Passenger,3.0,0.0,3.0,122.0,125.0,2.4,2021,9,24261,4,32,3.0,3.0,3.0,3.0,0.0,0.0,65.0,2.9999999999999925
2021-10-31,Alexandria,VA,Passenger,3.0,0.0,3.0,121.0,124.0,2.42,2021,10,24262,4,33,3.0,3.0,3.0,3.0,0.0,0.0,68.0,2.999999999999995
2021-11-30,Alexandria,VA,Passenger,3.0,0.0,3.0,117.0,120.0,2.5,2021,11,24263,4,34,3.0,3.0,3.0,3.0,0.0,0.0,71.0,3.0000000000000004
2021-12-31,Alexandria,VA,Passenger,3.0,0.0,3.0,114.0,117.0,2.56,2021,12,24264,4,35,3.0,3.0,3.0,3.0,0.0,0.0,74.0,2.999999999999992
2022-01-31,Alexandria,VA,Passenger,4.0,0.0,4.0,110.0,114.0,3.51,2022,1,24265,4,36,3.0,3.0,3.0,3.0,0.3333333333333332,0.3333333333333332,78.0,3.142857142857133
2022-02-28,Alexandria,VA,Passenger,4.0,0.0,4.0,111.0,115.0,3.48,2022,2,24266,4,37,4.0,3.0,3.0,3.333333333333333,0.0,0.3333333333333332,82.0,3.3714285714285617
2022-03-31,Alexandria,VA,Passenger,4.0,0.0,4.0,108.0,112.0,3.57,2022,3,24267,4,38,4.0,4.0,3.0,3.6666666666666665,0.0,0.3333333333333332,86.0,3.6285714285714255
2022-04-30,Alexandria,VA,Passenger,4.0,0.0,4.0,108.0,112.0,3.57,2022,4,24268,4,39,4.0,4.0,4.0,4.0,0.0,0.0,90.0,3.857142857142851
2022-05-31,Alexandria,VA,Passenger,4.0,0.0,4.0,106.0,110.0,3.64,2022,5,24269,4,40,4.0,4.0,4.0,4.0,0.0,0.0,94.0,3.99999999999999
2022-06-30,Alexandria,VA,Passenger,4.0,0.0,4.0,108.0,112.0,3.57,2022,6,24270,4,41,4.0,4.0,4.0,4.0,0.0,0.0,98.0,3.999999999999997
2022-07-31,Alexandria,VA,Passenger,4.0,0.0,4.0,106.0,110.0,3.64,2022,7,24271,4,42,4.0,4.0,4.0,4.0,0.0,0.0,102.0,3.999999999999996
2022-08-31,Alexandria,VA,Passenger,4.0,0.0,4.0,103.0,107.0,3.74,2022,8,24272,4,43,4.0,4.0,4.0,4.0,0.0,0.0,106.0,3.999999999999993
2022-09-30,Alexandria,VA,Passenger,4.0,0.0,4.0,100.0,104.0,3.85,2022,9,24273,4,44,4.0,4.0,4.0,4.0,0.0,0.0,110.0,3.999999999999985
2022-10-31,Alexandria,VA,Passenger,4.0,0.0,4.0,100.0,104.0,3.85,2022,10,24274,4,45,4.0,4.0,4.0,4.0,0.0,0.0,114.0,3.999999999999986
2022-11-30,Alexandria,VA,Passenger,4.0,1.0,5.0,97.0,102.0,4.9,2022,11,24275,4,46,4.0,4.0,4.0,4.0,0.25,0.25,119.0,4.1428571428571335
2022-12-31,Alexandria,VA,Passenger,3.0,1.0,4.0,96.0,100.0,4.0,2022,12,24276,4,47,5.0,4.0,4.0,4.333333333333333,-0.1999999999999999,0.0,123.0,4.228571428571416
2023-01-31,Alexandria,VA,Passenger,3.0,1.0,4.0,94.0,98.0,4.08,2023,1,24277,4,48,4.0,5.0,4.0,4.333333333333333,0.0,0.0,127.0,4.257142857142847
2023-02-28,Alexandria,VA,Passenger,3.0,1.0,4.0,92.0,96.0,4.17,2023,2,24278,4,49,4.0,4.0,5.0,4.333333333333333,0.0,-0.1999999999999999,131.0,4.228571428571416
2023-03-31,Alexandria,VA,Passenger,3.0,1.0,4.0,91.0,95.0,4.21,2023,3,24279,4,50,4.0,4.0,4.0,4.0,0.0,0.0,135.0,4.142857142857123
2023-04-30,Alexandria,VA,Passenger,3.0,1.0,4.0,91.0,95.0,4.21,2023,4,24280,4,51,4.0,4.0,4.0,4.0,0.0,0.0,139.0,3.999999999999994
2023-05-31,Alexandria,VA,Passenger,3.0,1.0,4.0,88.0,92.0,4.35,2023,5,24281,4,52,4.0,4.0,4.0,4.0,0.0,0.0,143.0,3.9999999999999902
2023-06-30,Alexandria,VA,Passenger,3.0,1.0,4.0,87.0,91.0,4.4,2023,6,24282,4,53,4.0,4.0,4.0,4.0,0.0,0.0,147.0,3.999999999999981
2023-07-31,Alexandria,VA,Passenger,3.0,1.0,4.0,85.0,89.0,4.49,2023,7,24283,4,54,4.0,4.0,4.0,4.0,0.0,0.0,151.0,3.99999999999998
2023-08-31,Alexandria,VA,Passenger,3.0,1.0,4.0,82.0,86.0,4.65,2023,8,24284,4,55,4.0,4.0,4.0,4.0,0.0,0.0,155.0,3.999999999999996
2023-09-30,Alexandria,VA,Passenger,3.0,1.0,4.0,78.0,82.0,4.88,2023,9,24285,4,56,4.0,4.0,4.0,4.0,0.0,0.0,159.0,3.999999999999978
2023-10-31,Alexandria,VA,Passenger,3.0,1.0,4.0,79.0,83.0,4.82,2023,10,24286,4,57,4.0,4.0,4.0,4.0,0.0,0.0,163.0,3.99999999999998
